Company,Title,Salary,ID,URL
NAHI Joint Stock Company,Senior Software Engineer (API),"15,000,000 - 20,000,000|VND",713,http://careerbuilder.vn/vi/tim-viec-lam/senior-software-engineer-api.35AB1D89.html
SolarBK,Nhân Viên Phân Tích/ Triển Khai Odoo (OpenERP),"7,000,000 - 20,000,000|VND",714,http://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-phan-tich-trien-khai-odoo-openerp.35AB7BEA.html
LogiGear,Software Automation Testing Trainee,Thương lượng,715,http://careerbuilder.vn/vi/tim-viec-lam/software-automation-testing-trainee.35AB2133.html
CÔNG TY CP MOG VIỆT NAM,Chuyên Viên Tích Hợp Hệ Thống,Thương lượng,716,http://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-tich-hop-he-thong.35AB4813.html
LogiGear,Software Automation Testing Trainee,Thương lượng,717,http://careerbuilder.vn/vi/tim-viec-lam/software-automation-testing-trainee.35AB7291.html
CÔNG TY CP MOG VIỆT NAM,Chuyên Viên Tích Hợp Hệ Thống,Thương lượng,718,http://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-tich-hop-he-thong.35AB22AC.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,Development/ Devops,"8,000,000 - 12,000,000|VND",719,http://careerbuilder.vn/vi/tim-viec-lam/development-devops.35AB73E2.html
Công ty Hệ thống Thông tin FPT,[FPT IS HCM] Security Engineer,Thương lượng,720,http://careerbuilder.vn/vi/tim-viec-lam/fpt-is-hcm-security-engineer.35AB378C.html
Công Ty Cổ Phần giải Pháp Thanh Toán Việt Nam (VNPAY),Lập Trình Viên Python/ Odoo,Thương lượng,727,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-python-odoo.35AB1D8E.html
Công Ty Cổ Phần Jellyfish Education,Quality Assurance Engineer/ QA Automation Engineer,800 - 1.200|USD,721,http://careerbuilder.vn/vi/tim-viec-lam/quality-assurance-engineer-qa-automation-engineer.35AAEEB7.html
Công Ty TNHH Defide,[~1500USD Net] Back - End Developer,450 - 1.500|USD,722,http://careerbuilder.vn/vi/tim-viec-lam/1500usd-net-back-end-developer.35AB373F.html
Công Ty Cổ Phần Jellyfish HR,Infrastructure Developer/DevOps Engineer,2.500 - 3.000|USD,723,http://careerbuilder.vn/vi/tim-viec-lam/infrastructure-developer-devops-engineer.35AB2C6A.html
Công Ty Cổ Phần VCCORP,"Tuyển Không Giới Hạn Lập Trình Viên Các Ngôn Ngữ .Net, Nodejs, Python",500 - 1.500|USD,724,http://careerbuilder.vn/vi/tim-viec-lam/tuyen-khong-gioi-han-lap-trinh-vien-cac-ngon-ngu-net-nodejs-python.35AB6F31.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,"Kỹ Sư Lập Trình Công Cụ (Python, Java)","8,000,000 - 12,000,000|VND",725,http://careerbuilder.vn/vi/tim-viec-lam/ky-su-lap-trinh-cong-cu-python-java.35AB2710.html
Công Ty Cổ Phần giải Pháp Thanh Toán Việt Nam (VNPAY),Lập Trình Viên Python/ Odoo,Thương lượng,726,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-python-odoo.35AB381A.html
OLLI,Software Engineer - Machine Learning (Python/C++),Không xác định,738,https://itviec.com/it-jobs/software-engineer-machine-learning-python-c-olli-4618
CÔNG TY CP MOG VIỆT NAM (MOG),CTO-PYTHON,800 - 1.500|USD,729,http://careerbuilder.vn/vi/tim-viec-lam/cto-python.35AAF311.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,Python Developer (Backend - Java Developer),600 - 1.000|USD,730,http://careerbuilder.vn/vi/tim-viec-lam/python-developer-backend-java-developer.35AB43F5.html
Công Ty Cổ Phần giải Pháp Thanh Toán Việt Nam (VNPAY),Lập Trình Viên Python/ Odoo,Thương lượng,731,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-python-odoo.35AB12D9.html
40HRS HR Consulting (Công ty TNHH 40 Giờ),"Web Developer (Python, Django)",1.000 - 1.500|USD,732,http://careerbuilder.vn/vi/tim-viec-lam/web-developer-python-django.35AB460E.html
First Alliances,Python Developer,600 - 1.500|USD,733,http://careerbuilder.vn/vi/tim-viec-lam/python-developer.35AB5274.html
AOI Systems Viet Nam,Python Developer,"15,000,000 - 20,000,000|VND",734,http://careerbuilder.vn/vi/tim-viec-lam/python-developer.35AB6961.html
Thu Do Multimedia,Back-end Developer (PHP/Python/NodeJS),Không xác định,735,https://itviec.com/it-jobs/back-end-developer-php-python-nodejs-thu-do-multimedia-0138
Dotmark Connect,"Back-end Engineering (Python, NodeJS)",Không xác định,736,https://itviec.com/it-jobs/back-end-engineering-python-nodejs-dotmark-connect-1836
Giao Hàng Nhanh (GHN),"Back-end Developer (Go, Python, Ruby, Java)",Không xác định,737,https://itviec.com/it-jobs/back-end-developer-go-python-ruby-java-giao-hang-nhanh-ghn-1828
DEK Technologies,Experienced Python Developer,Không xác định,746,https://itviec.com/it-jobs/experienced-python-developer-dek-technologies-4151
Shopback,"Senior Back-end Engineer (Python, PHP, Java)",Không xác định,739,https://itviec.com/it-jobs/senior-back-end-engineer-python-php-java-shopback-3050
Trung Tâm An Ninh Mạng Viettel,Nhân viên phát triển giải pháp Cloud (Python),Không xác định,740,https://itviec.com/it-jobs/nhan-vien-phat-trien-giai-phap-cloud-python-trung-tam-an-ninh-mang-viettel-0743
ABC CUBE,Python Engineer,Không xác định,741,https://itviec.com/it-jobs/python-engineer-abc-cube-0639
Vietmap,"Lập Trình Viên  Odoo/OpenERP (Python, Javascript)",Không xác định,742,https://itviec.com/it-jobs/lap-trinh-vien-odoo-openerp-python-javascript-vietmap-2100
HDWEBSOFT,5 Python Developers,Không xác định,743,https://itviec.com/it-jobs/5-python-developers-hdwebsoft-4127
SVTech,"03 Software Developer (Python, Linux, HTML)",Không xác định,744,https://itviec.com/it-jobs/03-software-developer-python-linux-html-svtech-5432
AdAsia Vietnam,[$2000]AI Machine Learning Developer (Java/Python),Không xác định,745,https://itviec.com/it-jobs/2000-ai-machine-learning-developer-java-python-adasia-vietnam-2812
"ISAAS CO., LTD",3 x Senior Python Developers,Không xác định,747,https://itviec.com/it-jobs/3-x-senior-python-developers-isaas-co-ltd-4319
VNDIRECT,"Data Engineer (Python, Java, SQL) up to 2000 $",Không xác định,748,https://itviec.com/it-jobs/data-engineer-python-java-sql-up-to-2000-vndirect-4235
FPT Telecom,Python Developer (web) - Lương Tốt,$700 - $1000,666,https://www.vietnamworks.com/python-developer-web-luong-tot-756451-jd
Navigos Search’s Client,"Software Developer (python, Linux Experience)",$1000 - $1500,665,https://www.vietnamworks.com/software-developer-python-linux-experience-2-754010-jd
Navigos Search’s Client,Urgent: Python Developer,Thương lượng,662,https://www.vietnamworks.com/urgent-python-developer-2-747334-jd
Navigos Search’s Client,Senior Web Developer [salary Up To $3000],$2000 - $3000,663,https://www.vietnamworks.com/senior-web-developer-salary-up-to-3000-751256-jd
Qamera LLC,Python Developer,$1000 - $1400,661,https://www.vietnamworks.com/python-developer-4-747966-jd
Công Ty Cổ Phần 1pay,Web Developer/senior,$1000 - $1400,664,https://www.vietnamworks.com/web-developer-senior-2-744051-jd
Công Ty TNHH Linkbynet Việt Nam,Monitoring Administrator,Thương lượng,660,https://www.vietnamworks.com/monitoring-administrator-750636-jd
SAP Asia (Viet Nam) Company Ltd.,Quality Assurance Specialist,$1000 - $1500,659,https://www.vietnamworks.com/quality-assurance-specialist-2-747622-jd
Navigos Search’s Client,Software Developer (python & Linux Experience),$800 - $1200,658,https://www.vietnamworks.com/software-developer-python-linux-experience-1-745760-jd
Công Ty Cổ Phần Eway,Tuyển Dụng DevOps Engineer,$500 - $1500,646,https://www.vietnamworks.com/tuyen-dung-devops-engineer-745435-jd
Fossil - Misfit,"Senior Engineer, Web/ E-commerce",Thương lượng,643,https://www.vietnamworks.com/senior-engineer-web-e-commerce-740776-jd
Tiki.vn,Senior Software Engineer (quantity: 03),$800 - $1500,642,https://www.vietnamworks.com/senior-software-engineer-quantity-03-1-1-739704-jd
Glass Egg Digital Media,3D Technical Supervisor,Thương lượng,641,https://www.vietnamworks.com/3d-technical-supervisor-740382-jd
Công Ty TNHH Chuyển Phát Nhanh Lazada Việt Nam,IT - Program Management Manager,Thương lượng,640,https://www.vietnamworks.com/it-program-management-manager-744285-jd
NEC Việt Nam,Lead Front-end Developer,Thương lượng,647,https://www.vietnamworks.com/lead-front-end-developer-745363-jd
Fossil - Misfit,Back-end Developer,Thương lượng,639,https://www.vietnamworks.com/back-end-developer-13-739928-jd
Fossil - Misfit,"Senior Engineer, Back-end Applications",Thương lượng,638,https://www.vietnamworks.com/senior-engineer-back-end-applications-740757-jd
Vietfund Management,Software Developer (1 Position in HCM City),$900 - $1000,654,https://www.vietnamworks.com/software-developer-1-position-in-hcm-city-1-736529-jd
Lazada Vietnam,Senior Data Analyst,$500 - $1000,656,https://www.vietnamworks.com/senior-data-analyst-3-741998-jd
Vicare Corporation,"Python - Back-end Web Developer - 2 positions Available in Our Fast Growing Team, Now!",$500 - $1000,655,https://www.vietnamworks.com/python-back-end-web-developer-2-positions-available-in-our-fast-growing-team-now-1-743708-jd
Fossil - Misfit,Director - Server Technology,Thương lượng,657,https://www.vietnamworks.com/director-server-technology-744567-jd
Sigma Solutions Vietnam Ltd.,Senior Backend Developer (up To 1600 USD Net),$700 - $1600,653,https://www.vietnamworks.com/senior-backend-developer-up-to-1600-usd-net-1-741021-jd
Shichida Vietnam,IT Programmer,$250 - $500,652,https://www.vietnamworks.com/it-programmer-4-1-743016-jd
Navigos Search’s Client,Web Developer [salary Up To $3000],$2000 - $3000,651,https://www.vietnamworks.com/web-developer-salary-up-to-3000-745097-jd
Navigos Search’s Client,Production Engineer [salary Up To $3000],$2000 - $3000,650,https://www.vietnamworks.com/production-engineer-salary-up-to-3000-745109-jd
Pixelz Company Limited,Data Analyst,Thương lượng,649,https://www.vietnamworks.com/data-analyst-26-739961-jd
Robert Bosch Engineering Vietnam,Embedded Software Engineer,Thương lượng,648,https://www.vietnamworks.com/embedded-software-engineer-37-742450-jd
Robert Bosch Engineering Vietnam,Tool Software Engineer,Thương lượng,644,https://www.vietnamworks.com/tool-software-engineer-742457-jd
"LHV Software Co., Ltd.",QA Automation Engineer,Thương lượng,645,https://www.vietnamworks.com/qa-automation-engineer-3-741885-jd
Trung Tâm Teca Soft &tech,"Lập Trình Viên Java, .net, Nhúng C, Python, PHP (Thực Tập, Cộng Tác Viên, Sv Mới Ra Trường, Thử Việc, NV Dài Hạn)",Thương lượng,637,https://www.vietnamworks.com/lap-trinh-vien-java-net-nhung-c-python-php-thuc-tap-cong-tac-vien-sv-moi-ra-truong-thu-viec-nv-dai-han-742519-jd
CÔNG TY PHẦN MỀM VNPT,Lập Trình Python,1.000 - 1.500|USD,636,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-python.35AADBB6.html
Navigos Search’s Client,Software Developer (python/openstack Experience),$800 - $1200,634,https://www.vietnamworks.com/software-developer-python-openstack-experience-742332-jd
Công Ty TNHH Linkbynet Việt Nam,Aix System & Application Administrator,Thương lượng,635,https://www.vietnamworks.com/aix-system-application-administrator-1-742137-jd
Công Ty TNHH Linkbynet Việt Nam,System & Application (supervision) Administrator,Thương lượng,633,https://www.vietnamworks.com/system-application-supervision-administrator-742600-jd
Công ty TNHH Yusen Logistics (Việt Nam),IT Software Development Staff,Thương lượng,632,http://careerbuilder.vn/vi/tim-viec-lam/it-software-development-staff.35AAD9CC.html
Công Ty TNHH Chuyển phát nhanh Lazada Việt Nam,IT - Program Management Manager,Thương lượng,629,http://careerbuilder.vn/vi/tim-viec-lam/it-program-management-manager.35AAD88E.html
CÔNG TY TNHH SENTIFI VIỆT NAM,Senior Python Engineer,Thương lượng,628,http://careerbuilder.vn/vi/tim-viec-lam/senior-python-engineer.35AAD866.html
CÔNG TY TNHH SENTIFI VIỆT NAM,Senior Software Engineer (Elasticsearch),Thương lượng,631,http://careerbuilder.vn/vi/tim-viec-lam/senior-software-engineer-elasticsearch.35AAD8CD.html
Công Ty TNHH Thương Mại Dịch Vụ Trần Toàn Phát,Back-End Developer (Python & PHP),"14,000,000 - 18,000,000|VND",630,http://careerbuilder.vn/vi/tim-viec-lam/back-end-developer-python-php.35AAD85D.html
Công Ty CP SX TM XNK Viễn Thông A,Software Engineer (Kỹ Sư Phần Mềm),Thương lượng,627,http://careerbuilder.vn/vi/tim-viec-lam/software-engineer-ky-su-phan-mem.35AAD916.html
Tosy Robotics JSC,Chuyên Viên Lập Trình Server,Thương lượng,624,https://www.vietnamworks.com/chuyen-vien-lap-trinh-server-743286-jd
"Quodisys Co.,ltd",Front-end Web Developers,$300 - $1200,625,https://www.vietnamworks.com/front-end-web-developers-1-1-738791-jd
Navigos Search's Client,Advanced Web Developer ($2000-$2500),$2000 - $2500,626,https://www.vietnamworks.com/advanced-web-developer-2000-2500-1-1-736697-jd
FPT Software,[HCM] 05 QA Automation / Tester,Thương lượng,623,http://careerbuilder.vn/vi/tim-viec-lam/hcm-05-qa-automation-tester.35AAD1BC.html
Chi Nhánh Tại Thành Phố Hồ Chí Minh - Công Ty TNHH Reeracoen Việt Nam,Big Data Engineer,750 - 1.500|USD,622,http://careerbuilder.vn/vi/tim-viec-lam/big-data-engineer.35AACCC5.html
SAP Asia (Viet Nam) Company Ltd.,Development Operations Engineer (linux/unix),$700 - $3000,621,https://www.vietnamworks.com/development-operations-engineer-linux-unix-1-1-1-1-738460-jd
Sao Bac Dau Telecom,Kỹ Sư Vận Hành Hệ Thống Cloud,Thương lượng,620,https://www.vietnamworks.com/ky-su-van-hanh-he-thong-cloud-739880-jd
Fujitsu Vietnam Limited,Software Engineer,500 - 1.000|USD,618,http://careerbuilder.vn/vi/tim-viec-lam/software-engineer.35AAC924.html
Công Ty Cổ Phần VCCORP,Kỹ Sư Machine Learning (SLL - Lương Cực Hấp Dẫn),1.500 - 3.000|USD,617,http://careerbuilder.vn/vi/tim-viec-lam/ky-su-machine-learning-sll-luong-cuc-hap-dan.35AACA27.html
Công Ty Cổ Phần VCCORP,Natural Language Processing Engineer (1500 USD - 3000 USD),1.500 - 3.000|USD,619,http://careerbuilder.vn/vi/tim-viec-lam/natural-language-processing-engineer-1500-usd-3000-usd.35AACA24.html
Công Ty Cổ Phần HHD Group,Nhân Viên Lập Trình Viên ERP (Ngôn Ngữ Python),"7,000,000 - 15,000,000|VND",615,http://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-lap-trinh-vien-erp-ngon-ngu-python.35AAC4B3.html
Công Ty Cổ Phần HHD Group,Lập Trình Viên / Phát Triển OpenERP,Thương lượng,616,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-phat-trien-openerp.35AAC4B9.html
Saviwave Company,"Automation Test Developer (Selenium, Robot Framework)",Thương lượng,614,http://careerbuilder.vn/vi/tim-viec-lam/automation-test-developer-selenium-robot-framework.35AAC373.html
CÔNG TY CP Mog VIỆT NAM (MOG),"Full- Stack Developer (python, PHP)",Thương lượng,613,https://www.vietnamworks.com/full-stack-developer-python-php-1-737632-jd
Advanced Engineering Management,Python Developer Or Full Stack Developer,"5,000,000 - 100,000,000|VND",612,http://careerbuilder.vn/vi/tim-viec-lam/python-developer-or-full-stack-developer.35AABFE3.html
Advanced Engineering Management,Software Developers  (Odoo Framework),Thương lượng,611,http://careerbuilder.vn/vi/tim-viec-lam/software-developers-odoo-framework.35AABFDF.html
Advanced Engineering Management,★ Python Developer ★ ⟛ Or Full Stack Developer,"5,000,000 - 100,000,000|VND",610,http://careerbuilder.vn/vi/tim-viec-lam/%E2%98%85-python-developer-%E2%98%85-%E2%9F%9B-or-full-stack-developer.35AABFE3.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,System Engineer (Linux),700 - 900|USD,609,http://careerbuilder.vn/vi/tim-viec-lam/system-engineer-linux.35AAB816.html
40HRS HR Consulting (Công ty TNHH 40 Giờ),Quality Assurance Engineer/ QA Automation Engineer,Thương lượng,605,http://careerbuilder.vn/vi/tim-viec-lam/quality-assurance-engineer-qa-automation-engineer.35AAB991.html
Navigos Search’s Client,"[urgent] Opensource Developer (linux, Python)",$800 - $1200,607,https://www.vietnamworks.com/urgent-opensource-developer-linux-python-731127-jd
Navigos Search’s Client,Python Developer (openstack),$800 - $1200,608,https://www.vietnamworks.com/python-developer-openstack-730198-jd
Công Ty TNHH Linkbynet Việt Nam,Aix System & Application Administrator,Thương lượng,606,https://www.vietnamworks.com/aix-system-application-administrator-732597-jd
Công Ty Cổ Phần HHD Group,Nhân Viên Lập Trình Viên ERP (Ngôn Ngữ Python),"7,000,000 - 15,000,000|VND",604,http://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-lap-trinh-vien-erp-ngon-ngu-python.35AAB8E8.html
Công Ty Cổ Phần HHD Group,Lập Trình Viên / Phát Triển OpenERP,Thương lượng,603,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-phat-trien-openerp.35AAB402.html
Công Ty Cổ Phần Jellyfish Education,Junior Engineer,500 - 700|USD,602,http://careerbuilder.vn/vi/tim-viec-lam/junior-engineer.35AAB41E.html
Công Ty Cổ Phần Giải Pháp Phần Mềm Hanel,Lập trình viên.NET/JAVA/PYTHON,Thương lượng,601,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-net-java-python.35AAB195.html
Fujitsu Vietnam Limited,Software Engineer,Thương lượng,598,http://www.vietnamworks.com/software-engineer-73-726126-jd
Công Ty TNHH Linkbynet Việt Nam,Aix System & Application Administrator,Thương lượng,600,http://www.vietnamworks.com/aix-system-application-administrator-732597-jd
Navigos Search’s Client,Python Developer (openstack),$800 - $1200,599,http://www.vietnamworks.com/python-developer-openstack-730198-jd
Navigos Search’s Client,"[urgent] Opensource Developer (linux, Python)",$800 - $1200,597,http://www.vietnamworks.com/urgent-opensource-developer-linux-python-731127-jd
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,System Engineer-R&D Department (Python language),700 - 900|USD,596,http://careerbuilder.vn/vi/tim-viec-lam/system-engineer-r-d-department-python-language.35AAB0C3.html
Công ty TNHH Yusen Logistics (Việt Nam),IT Software Development Staff,Thương lượng,593,http://careerbuilder.vn/vi/tim-viec-lam/it-software-development-staff.35AAAD64.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,[FShare Project] Back-end Developer,"9,000,000 - 14,000,000|VND",592,http://careerbuilder.vn/vi/tim-viec-lam/fshare-project-back-end-developer.35AAAFD0.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,"[FShare Project] NodeJS, AngularJS, NativeScript Developer","7,000,000 - 9,000,000|VND",594,http://careerbuilder.vn/vi/tim-viec-lam/fshare-project-nodejs-angularjs-nativescript-developer.35AAAF91.html
Vicare Corporation,"Python - Back-end Web Developer - 2 positions Available in Our Fast Growing Team, Now!",$500 - $1000,595,http://www.vietnamworks.com/python-back-end-web-developer-2-positions-available-in-our-fast-growing-team-now-730313-jd
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,System Engineer (Python Dev),"12,000,000 - 18,000,000|VND",591,http://careerbuilder.vn/vi/tim-viec-lam/system-engineer-python-dev.35AAAA7E.html
Công Ty Cổ Phần VCCORP,500 USD - 1500 USD - Lập Trình Viên Python,500 - 1.500|USD,590,http://careerbuilder.vn/vi/tim-viec-lam/500-usd-1500-usd-lap-trinh-vien-python.35AAAC28.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,"Back End Developer (Python, PHP, java, C++...)",600 - 800|USD,589,http://careerbuilder.vn/vi/tim-viec-lam/back-end-developer-python-php-java-c.35AAAA6C.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,Kỹ Sư Hệ Thống Truyền Hình Fpt,"7,000,000 - 10,000,000|VND",588,http://careerbuilder.vn/vi/tim-viec-lam/ky-su-he-thong-truyen-hinh-fpt.35AAAB0B.html
Công Ty CP Mog Việt Nam (MOG),"Full- Stack Developer (python, PHP)",Thương lượng,587,http://www.vietnamworks.com/full-stack-developer-python-php-723953-jd
FPT Telecom,Web & System Developer,Thương lượng,586,http://www.vietnamworks.com/web-system-developer-1-1-727776-jd
Công Ty Cổ Phần VCCORP,Lập trình viên Python,Thương lượng,585,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-python.35AAA58D.html
TPF Việt Nam,IT Administration,"10,000,000|VND",583,http://careerbuilder.vn/vi/tim-viec-lam/it-administration.35AAA28F.html
TMA Solutions,Automation Testing Developer,Thương lượng,584,http://careerbuilder.vn/vi/tim-viec-lam/automation-testing-developer.35AAA1BA.html
Tổ Hợp Công Nghệ Giáo Dục TOPICA,Lập trình viên Frontend/ Backend (TD1610045),"20,000,000 - 22,000,000|VND",580,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-frontend-backend-td1610045.35AAA0D7.html
Tập Đoàn Sun Group,Kỹ sư CNTT - Solfware,Thương lượng,582,http://careerbuilder.vn/vi/tim-viec-lam/ky-su-cntt-solfware.35AAA08F.html
Công Ty Cổ Phần giải Pháp Thanh Toán Việt Nam (VNPAY),Lập Trình Viên Odoo,Thương lượng,581,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-odoo.35AAA022.html
40HRS HR Consulting (Công ty TNHH 40 Giờ),"Backend Engineers (Python, NodeJs)",1.300 - 1.800|USD,579,http://careerbuilder.vn/vi/tim-viec-lam/backend-engineers-python-nodejs.35AA9F45.html
Tenpoint7,Full Stack Developer,Thương lượng,578,http://www.vietnamworks.com/full-stack-developer-7-728770-jd
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,. Net Developer,"8,000,000 - 13,000,000|VND",576,http://careerbuilder.vn/vi/tim-viec-lam/net-developer.35AA9E42.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,TRƯỞNG NHÓM HỆ THỐNG BACKEND,"12,000,000 - 15,000,000|VND",577,http://careerbuilder.vn/vi/tim-viec-lam/truong-nhom-he-thong-backend.35AA9DAD.html
Công Ty Cổ Phần HHD Group,Nhân Viên Lập Trình Viên ERP (Ngôn Ngữ Python),"7,000,000 - 15,000,000|VND",575,http://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-lap-trinh-vien-erp-ngon-ngu-python.35AA9C97.html
Công Ty Cổ Phần HHD Group,Lập Trình Viên / Phát Triển OpenERP,Thương lượng,574,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-phat-trien-openerp.35AA9C9D.html
Công Ty Cổ Phần VCCORP,SLL Lập trình viên big data,Thương lượng,573,http://careerbuilder.vn/vi/tim-viec-lam/sll-lap-trinh-vien-big-data.35AA9A82.html
40HRS HR Consulting (Công ty TNHH 40 Giờ),Embedded Software Engineers,1.000 - 1.500|USD,572,http://careerbuilder.vn/vi/tim-viec-lam/embedded-software-engineers.35AA9730.html
FPT Software,[HCM] 01 DATA SCIENTIST,Thương lượng,571,http://careerbuilder.vn/vi/tim-viec-lam/hcm-01-data-scientist.35AA97FC.html
Công Ty TNHH Allpyra - Pyratech,Chuyên Viên Quản Trị Máy Chủ (System Administrator),"10,000,000 - 12,000,000|VND",570,http://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-quan-tri-may-chu-system-administrator.35AA94D9.html
CÔNG TY TNHH SENTIFI VIỆT NAM,Senior Software Engineer (Elasticsearch),Thương lượng,569,http://careerbuilder.vn/vi/tim-viec-lam/senior-software-engineer-elasticsearch.35AA9591.html
Vietnamese-German University (VGU),Research and Teaching Assistant (RTA) for EEIT study program,Thương lượng,568,http://careerbuilder.vn/vi/tim-viec-lam/research-and-teaching-assistant-rta-for-eeit-study-program.35AA925C.html
Công Ty Cổ Phần Giải Pháp Phần Mềm Hanel,Lập trình viên.NET/JAVA/PYTHON,Thương lượng,567,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-net-java-python.35AA9469.html
CÔNG TY TNHH SENTIFI VIỆT NAM,Senior Python Engineer,Thương lượng,566,http://careerbuilder.vn/vi/tim-viec-lam/senior-python-engineer.35AA9224.html
Công Ty TNHH Allpyra - Pyratech,Chuyên Viên Quản Trị Máy Chủ (System Administrator),"10,000,000 - 12,000,000|VND",563,http://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-quan-tri-may-chu-system-administrator.35AA90B6.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,Kỹ sư Phát triển hệ thống (System Developer) tại FPT Telecom,"3,000,000 - 10,000,000|VND",564,http://careerbuilder.vn/vi/tim-viec-lam/ky-su-phat-trien-he-thong-system-developer-tai-fpt-telecom.35AA902D.html
Công Ty CP SX TM XNK Viễn Thông A,Software Engineer (Kỹ sư phần mềm),Thương lượng,565,http://careerbuilder.vn/vi/tim-viec-lam/software-engineer-ky-su-phan-mem.35AA907C.html
Công Ty TNHH Viễn Thông ePacific,Kỹ sư lập trình back-end,"8,000,000 - 25,000,000|VND",561,http://careerbuilder.vn/vi/tim-viec-lam/ky-su-lap-trinh-back-end.35AA8FBB.html
Fujitsu Vietnam Limited,Software Engineer,Thương lượng,562,http://careerbuilder.vn/vi/tim-viec-lam/software-engineer.35AA8B63.html
Saviwave Company,"Automation Test Developer (Selenium, Robot Framework)",Thương lượng,560,http://careerbuilder.vn/vi/tim-viec-lam/automation-test-developer-selenium-robot-framework.35AA8AA1.html
MegaCEO.com,Software Engineer (Linux/Python; USD 1000) – N711,1.000|USD,559,http://careerbuilder.vn/vi/tim-viec-lam/software-engineer-linux-python-usd-1000-%E2%80%93-n711.35AA8BF8.html
Defide Company Limited,[~$1500] Back End Developer,$500 - $1500,558,http://www.vietnamworks.com/1500-back-end-developer-717926-jd
Bách Thuận,".NET, Python Developer",Không xác định,557,https://itviec.com/jobs/bach-thuan-net-python-developer-1614
Floating Cube Studios,"Junior Product Engineer (Java, Python, C#)",Không xác định,555,https://itviec.com/jobs/floating-cube-studios-junior-product-engineer-javascript-python-c-3531
Axon Active Vietnam Company Limited,Bridge Sofware Engineer (Japanese N2),Thương lượng,556,http://www.vietnamworks.com/bridge-sofware-engineer-japanese-n2-722419-jd
ZALORA SEA,05 Golang Developers (Java/Python),Không xác định,553,https://itviec.com/jobs/zalora-sea-05-golang-developers-java-python-5314
OLLI,"Natural Language Processing Engineer (Python,Data)",Không xác định,554,https://itviec.com/jobs/olli-natural-language-processing-engineer-python-data-1328
Lotte E-commerce Vietnam,SEO Developer,Thương lượng,552,http://careerbuilder.vn/vi/tim-viec-lam/seo-developer.35AA8457.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,"Back End Developer (Python, PHP, java, C++...)",600 - 800|USD,551,http://careerbuilder.vn/vi/tim-viec-lam/back-end-developer-python-php-java-c.35AA83E1.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,"Nhân Viên Phát Triển Ứng Dụng Nodejs, Angularjs, Nativescript","7,000,000 - 10,000,000|VND",550,http://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-phat-trien-ung-dung-nodejs-angularjs-nativescript.35AA84F9.html
ANTS,"Data Analyst Engineer (Python, Java, C/C++)",Không xác định,549,https://itviec.com/jobs/ants-data-analyst-engineer-python-java-c-c-5935
FPT Telecom,Python Dev (Back end or System Engineer),Không xác định,548,https://itviec.com/jobs/fpt-telecom-python-dev-back-end-or-system-engineer-1319
DEK Technologies,Experienced Developers (Python And C++),Không xác định,547,https://itviec.com/jobs/dek-technologies-experienced-developers-python-and-c-4303
Kim Cương Hưng Loan,ERP Developer,Không xác định,546,https://itviec.com/jobs/kim-cuong-hung-loan-erp-developer-4200
BAC Training & Consultancy,Lập Trình Viên (Python/Django),Không xác định,545,https://itviec.com/jobs/bac-training-consultancy-lap-trinh-vien-python-django-5013
