Company,Title,Salary,ID,URL
Evolable Asia,Tuyển gấp! Lập trình viên Python-Chi nhánh Hà Nội,Không xác định,544,https://itviec.com/jobs/evolable-asia-tuyen-gap-lap-trinh-vien-python-chi-nhanh-ha-noi-1100
YEAH 1TV,Senior Full-Stack Dev,800 - 1.500|USD,543,http://careerbuilder.vn/vi/tim-viec-lam/senior-full-stack-dev.35AA795E.html
YEAH 1TV,Senior Devops,800 - 1.500|USD,542,http://careerbuilder.vn/vi/tim-viec-lam/senior-devops.35AA795A.html
TMA Solutions,Automation Testing Developer,Thương lượng,541,http://careerbuilder.vn/vi/tim-viec-lam/automation-testing-developer.35AA76E2.html
HDViet,Senior Backend Engineer (NodeJS/Python/JavaScript),Không xác định,540,https://itviec.com/jobs/hdviet-senior-backend-full-stack-engineer-4823
Công Ty Cổ Phần HHD Group,Nhân Viên Lập Trình Viên ERP (Ngôn Ngữ Python),"7,000,000 - 15,000,000|VND",538,http://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-lap-trinh-vien-erp-ngon-ngu-python.35AA73DB.html
Công Ty Cổ Phần HHD Group,Lập Trình Viên / Phát Triển OpenERP,Thương lượng,539,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-phat-trien-openerp.35AA73D6.html
1pay,"Network & System Administrator (Linux, Python)",Không xác định,536,https://itviec.com/jobs/a-1pay-network-system-administrator-linux-python-1024
OpenCheck,"Software Engineer (Python, Odoo, OpenERP)",Không xác định,535,https://itviec.com/jobs/opencheck-software-engineer-python-odoo-openerp-4826
Justgola,"Senior Web Developer (Python, Django)",Không xác định,537,https://itviec.com/jobs/justgola-senior-web-developer-python-django-3342
Đại Việt Group,"Chuyên viên Data mining (Java, Python)",Không xác định,533,https://itviec.com/jobs/dai-viet-group-chuyen-vien-data-mining-java-python-3522
ZALORA SEA,"30 Software Developers (PHP,Java,Python) >25m VND",Không xác định,534,https://itviec.com/jobs/zalora-sea-30-software-developers-php-java-python-25m-vnd-2021
Peacesoft Group,Peacesoft Group Tuyển Lập Trình Viên PHP/ Python,"12,000,000 - 15,000,000 VND",532,https://mywork.com.vn/tuyen-dung/viec-lam/767458/peacesoft-group-tuyen-lap-trinh-vien-php-python.html
Công Ty Cổ Phần VCCORP,Natural Language Processing Engineer (1500 USD - 3000 USD),1.500 - 3.000|USD,531,http://careerbuilder.vn/vi/tim-viec-lam/natural-language-processing-engineer-1500-usd-3000-usd.35AA6FB6.html
Công Ty Cổ Phần VCCORP,Kỹ Sư Machine Learning (SLL - Lương Cực Hấp Dẫn),1.500 - 3.000|USD,530,http://careerbuilder.vn/vi/tim-viec-lam/ky-su-machine-learning-sll-luong-cuc-hap-dan.35AA6FB7.html
Công Ty TNHH Defide,[~USD1500] Back End Developer,Thương lượng,529,http://careerbuilder.vn/vi/tim-viec-lam/usd1500-back-end-developer.35AA6F09.html
Công Ty TNHH Defide,AI / Deep Learning Engineer Or Data Scientist,450 - 1.500|USD,528,http://careerbuilder.vn/vi/tim-viec-lam/ai-deep-learning-engineer-or-data-scientist.35AA6F07.html
Công Ty Cổ Phần VCCORP,Kỹ Sư Bigdata Cao Cấp (1500 USD - 3000 USD),Thương lượng,527,http://careerbuilder.vn/vi/tim-viec-lam/ky-su-bigdata-cao-cap-1500-usd-3000-usd.35AA6FB4.html
Advanced Engineering Management,Software Developers  (Odoo Framework),Thương lượng,525,http://careerbuilder.vn/vi/tim-viec-lam/software-developers-odoo-framework.35AA6A05.html
Vietnam Esports,Urgent! Senior PHP Developers (Python),Không xác định,526,https://itviec.com/jobs/vietnam-esports-urgent-senior-php-developers-python-2428
"CommGate (S) Pte, Ltd","Mid/ Senior Application Engineer (python, Java)","15,000,000 - 20,000,000 VND",523,https://mywork.com.vn/tuyen-dung/viec-lam/871221/mid-senior-application-engineer-(python-java).html
DEK Technologies,"Software Developer (Python, Linux)",Không xác định,524,https://itviec.com/jobs/dek-technologies-software-developer-python-linux-3932
TQS,Back-end Developer (Python),Không xác định,521,https://itviec.com/jobs/tqs-back-end-developer-python-0006
Kim Cương Hưng Loan,Python Developer,Không xác định,522,https://itviec.com/jobs/kim-cuong-hung-loan-python-developer-3333
OpenCheck,"Software Engineer (Python, Odoo, OpenERP)",Không xác định,520,https://itviec.com/jobs/opencheck-software-engineer-python-odoo-openerp-5617
InterSpace,"Backend Developer (Python, PHP, Linux)",Không xác định,519,https://itviec.com/jobs/interspace-backend-developer-python-php-linux-2735
Sentifi Vietnam,Python Software Engineer,Không xác định,506,https://itviec.com/jobs/sentifi-vietnam-python-software-engineer-4040
Floating Cube Studios,"Web Developer (Python, Javascript, Linux, Go)",Không xác định,505,https://itviec.com/jobs/floating-cube-studios-web-developer-python-javascript-linux-go-4709
Sentifi Vietnam,Senior Software Engineer (Python)-Data Engineering,Không xác định,504,https://itviec.com/jobs/sentifi-vietnam-senior-software-engineer-java-data-engineering-1249
Bách Thuận,".NET, Python Developer",Không xác định,503,https://itviec.com/jobs/bach-thuan-net-python-developer-0151
Asilla,"Developer (PHP, Python, Java)",Không xác định,502,https://itviec.com/jobs/asilla-02-developer-php-python-java-3622
ZALORA SEA,"Data Engineer (PHP, Python, R)",Không xác định,501,https://itviec.com/jobs/zalora-sea-data-engineer-php-python-r-1536
Công Ty TNHH Chuyển phát nhanh Lazada Việt Nam,Program Management Manager,Thương lượng,500,http://careerbuilder.vn/vi/tim-viec-lam/program-management-manager.35AA63BC.html
inspiLab,Back-end Python Developer (above 700 USD),Không xác định,507,https://itviec.com/jobs/inspilab-backend-engineer-python-socket-io-2313
Công ty TNHH Công nghệ Bắc Hà,Lập Trình Viên Python - Django,Không xác định,518,https://mywork.com.vn/tuyen-dung/viec-lam/668970/lap-trinh-vien-python-django.html
Công ty Quảng Cáo và Giải Pháp Phần Mềm Tân Gia Ba,Cần Tuyển Lập Trình Viên Python / Odoo / Open Erp,Không xác định,509,https://mywork.com.vn/tuyen-dung/viec-lam/796497/can-tuyen-lap-trinh-vien-python--odoo--open-erp.html
BHTech,Lập Trình Viên Python - Django,"10,000,000 - 20,000,000 VND",517,https://mywork.com.vn/tuyen-dung/viec-lam/658299/lap-trinh-vien-python-django.html
The Vietnam Foundation,"Tuyển Lập Trình Viên Python/django Kinh Nghiệm, Lương Hấp Dẫn","8,000,000 - 20,000,000 VND",516,https://mywork.com.vn/tuyen-dung/viec-lam/470041/tuyen-lap-trinh-vien-pythondjango-kinh-nghiem-luong-hap-dan.html
PeaceSoft Solution Corporation,Lập Trình Viên PHP/python,Không xác định,515,https://mywork.com.vn/tuyen-dung/viec-lam/807746/lap-trinh-vien-phppython.html
Công ty Cổ phần dịch vụ Bách Thuận,"Nhân Viên Lập Trình .net, Python","10,000,000 - 12,000,000 VND",514,https://mywork.com.vn/tuyen-dung/viec-lam/810716/nhan-vien-lap-trinh-net-python.html
Công ty Cổ phần dịch vụ Bách Thuận,"Tuyển Thực Tập Viên Làm Lập Trình .net, Python",Không xác định,513,https://mywork.com.vn/tuyen-dung/viec-lam/810717/tuyen-thuc-tap-vien-lam-lap-trinh-net-python.html
Công ty Cổ phần dịch vụ Bách Thuận,"Nhân Viên Lập Trình .net, Python","12,000,000 - 15,000,000 VND",512,https://mywork.com.vn/tuyen-dung/viec-lam/803551/nhan-vien-lap-trinh-net-python.html
Công ty Cổ phần dịch vụ Bách Thuận,"Tuyển Thực Tập Viên Làm Lập Trình .net, Python",Không xác định,511,https://mywork.com.vn/tuyen-dung/viec-lam/803552/tuyen-thuc-tap-vien-lam-lap-trinh-net-python.html
quodisys,"Web Developer (thành Thạo ít Nhất 1 Trong Những Ngôn Ngữ Sau: PHP, Python, Node, Ruby)","10,000,000 - 20,000,000 VND",510,https://mywork.com.vn/tuyen-dung/viec-lam/797731/web-developer-(thanh-thao-it-nhat-1-trong-nhung-ngon-ngu-sau-php-python-node-ruby).html
Cty TNHH XNK và Phân Phối Đại Tín,Cty TNHH XNK Và Phân Phối Đại Tín Tuyển IT Viết Phần Mềm Ngôn Ngữ Python,"5,000,000 - 7,000,000 VND",508,https://mywork.com.vn/tuyen-dung/viec-lam/722984/cty-tnhh-xnk-va-phan-phoi-dai-tin-tuyen-it-viet-phan-mem-ngon-ngu-python.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,System Engineer,"10,000,000 - 18,000,000|VND",499,http://careerbuilder.vn/vi/tim-viec-lam/system-engineer.35AA6136.html
Công Ty TNHH Defide,[~USD1500] Back End Developer,Thương lượng,498,http://careerbuilder.vn/vi/tim-viec-lam/usd1500-back-end-developer.35AA6120.html
40HRS HR Consulting (Công ty TNHH 40 Giờ),CI Engine Developer,1.000 - 1.200|USD,497,http://careerbuilder.vn/vi/tim-viec-lam/ci-engine-developer.35AA621D.html
Advanced Engineering Management,★ Python Developer ★ ⟛ Or Full Stack Developer,"5,000,000 - 100,000,000|VND",496,http://careerbuilder.vn/vi/tim-viec-lam/%E2%98%85-python-developer-%E2%98%85-%E2%9F%9B-or-full-stack-developer.35AA6005.html
Lotte E-commerce Vietnam,SEO Developer,Thương lượng,495,http://careerbuilder.vn/vi/tim-viec-lam/seo-developer.35AA5DF2.html
FPT Software,"15 Junior, Senior Testers working for US clients",Thương lượng,494,http://careerbuilder.vn/vi/tim-viec-lam/15-junior-senior-testers-working-for-us-clients.35AA5EAC.html
Aem ( Advanced Engineering Management),Python Developer Or Full Stack Developer,Thương lượng,493,http://aem.global/en_US/jobs/detail/new-job-offer-1
Công Ty TNHH Defide,AI / Deep Learning Engineer Or Data Scientist,450 - 1.500|USD,491,http://careerbuilder.vn/vi/tim-viec-lam/ai-deep-learning-engineer-or-data-scientist.35AA59F4.html
Công Ty TNHH Defide,[~USD1500] Back End Developer,Thương lượng,492,http://careerbuilder.vn/vi/tim-viec-lam/usd1500-back-end-developer.35AA59EB.html
Công Ty TNHH Kim Cương Hưng Loan,ERP developer,"8,000,000 - 12,000,000|VND",488,http://careerbuilder.vn/vi/tim-viec-lam/erp-developer.35AA5826.html
Công Ty Cổ Phần VCCORP,Quản Trị Hệ Thống khối công nghệ quảng cáo,Thương lượng,490,http://careerbuilder.vn/vi/tim-viec-lam/quan-tri-he-thong-khoi-cong-nghe-quang-cao.35AA5764.html
FPT Telecom - CTCP Viễn Thông FPT,Kỹ Sư Quản Trị Hệ Thống (System Administrator),"12,000,000 - 15,000,000|VND",489,http://careerbuilder.vn/vi/tim-viec-lam/ky-su-quan-tri-he-thong-system-administrator.35AA5731.html
FPT Telecom - CTCP Viễn Thông FPT,Data Engineer (Big data),"9,000,000 - 10,000,000|VND",487,http://careerbuilder.vn/vi/tim-viec-lam/data-engineer-big-data.35AA546C.html
Công Ty TNHH Defide,[~USD1500] Back End Developer,Thương lượng,486,http://careerbuilder.vn/vi/tim-viec-lam/usd1500-back-end-developer.35AA5217.html
FPT Telecom - CTCP Viễn Thông FPT,System Engineer,Thương lượng,485,http://careerbuilder.vn/vi/tim-viec-lam/system-engineer.35AA52A8.html
CÔNG TY CP 1PAY,Python Developer,Thương lượng,483,https://mywork.com.vn/tuyen-dung/viec-lam/867267/python-developer.html
Công ty TNHH Yusen Logistics (Việt Nam),IT Assistant Manager (Solution),"15,000,000 - 25,000,000|VND",482,http://careerbuilder.vn/vi/tim-viec-lam/it-assistant-manager-solution.35AA4FEC.html
Công Ty TNHH Defide,Server Side Engineer,450 - 1.500|USD,481,http://careerbuilder.vn/vi/tim-viec-lam/server-side-engineer.35AA5033.html
CÔNG TY CP 1PAY,Senior Python Developer ( Back-end),Thương lượng,484,https://mywork.com.vn/tuyen-dung/viec-lam/867264/senior-python-developer-(-backend).html
Nexle Corporation,Senior Developer (python/.net/unity/sharepoint),$500 - $1500,480,http://www.vietnamworks.com/senior-developer-python-net-unity-sharepoint-706537-jd
Công Ty CP Chứng Khoán VNDIRECT,Data Engineer,Thương lượng,478,http://careerbuilder.vn/vi/tim-viec-lam/data-engineer.35AA4E62.html
Công Ty CP Chứng Khoán VNDIRECT,DevOps,Thương lượng,479,http://careerbuilder.vn/vi/tim-viec-lam/devops.35AA4E66.html
Công Ty Cổ Phần HHD Group,Lập Trình Viên / Phát Triển OpenERP,Thương lượng,477,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-phat-trien-openerp.35AA4E19.html
Công Ty Cổ Phần HHD Group,Nhân Viên Lập Trình Viên ERP (Ngôn Ngữ Python ),"7,000,000 - 15,000,000|VND",476,http://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-lap-trinh-vien-erp-ngon-ngu-python.35AA4E14.html
Công ty TNHH Yusen Logistics (Viet Nam),IT Solution staff,Thương lượng,474,http://careerbuilder.vn/vi/tim-viec-lam/it-solution-staff.35AA4BFD.html
SAP Asia (Viet Nam) Company Ltd.,Quality Specialist (Quality Controller) - Incident Ticket Handling and Support,Thương lượng,475,http://www.vietnamworks.com/quality-specialist-quality-controller-incident-ticket-handling-and-support-1-705074-jd
Lotte E-commerce Vietnam,SEO Developer,Thương lượng,473,http://careerbuilder.vn/vi/tim-viec-lam/seo-developer.35AA498C.html
VNPT Technology,15 Kỹ sư giải pháp và tích hợp,Không xác định,472,https://itviec.com/jobs/vnpt-technology-15-ky-su-giai-phap-va-tich-hop-4400
Công Ty TNHH Defide,AI / Deep Learning Engineer Or Data Scientist,450 - 1.500|USD,467,http://careerbuilder.vn/vi/tim-viec-lam/ai-deep-learning-engineer-or-data-scientist.35AA449B.html
Công Ty TNHH Defide,Server Side Engineer,450 - 1.500|USD,468,http://careerbuilder.vn/vi/tim-viec-lam/server-side-engineer.35AA4499.html
VNDIRECT,"Data Engineer (Java, Python, SQL)",Không xác định,469,https://itviec.com/jobs/vndirect-data-engineer-java-python-sql-1902
nimbl3,"Senior Web Developer (Ruby, NodeJS, Python)",Không xác định,470,https://itviec.com/jobs/nimbl3-senior-web-developer-1613
ZALORA SEA,"PHP Software developer (Python, Java, Ruby)",Không xác định,471,https://itviec.com/jobs/zalora-sea-php-software-developer-python-java-ruby-0238
FPT Telecom,[Urgent] Sr.Back-end Dev (Salary up to $900++),Không xác định,454,https://itviec.com/jobs/fpt-telecom-urgent-sr-back-end-dev-salary-up-to-900-3135
8Bit Rockstars,"Senior Dev/ Algorithm Expert (Java, C++, Python)",Không xác định,441,https://itviec.com/jobs/a-8bit-rockstars-java-senior-developer-algorithm-expert-4531
DEK Technologies,CI Engine Developer,Không xác định,439,https://itviec.com/jobs/dek-technologies-ci-engine-developer-1800
PowerGate Software,Senior Python/django Developer,"12,000,000|15,000,000 VND",438,https://mywork.com.vn/tuyen-dung/viec-lam/861573/senior-pythondjango-developer.html
Nexle Corporation,Senior Developer (Python),Không xác định,440,https://itviec.com/jobs/nexle-corporation-senior-developer-python-2739
FPT Software,[HCM] 05 Junior/Senior Tester,Thương lượng,437,http://careerbuilder.vn/vi/tim-viec-lam/hcm-05-junior-senior-tester.35AA3FE9.html
FPT Software,[HCM] 05 Junior/ Senior Tester,Thương lượng,435,http://careerbuilder.vn/vi/tim-viec-lam/hcm-05-junior-senior-tester.35AA3E7E.html
Terralogic,Senior Automation QC Engineer,Không xác định,436,https://itviec.com/jobs/terralogic-senior-automation-qc-engineer-1708
Công Ty Cổ Phần JellyfishHR,Server side Engineer (Leader class),700 - 1.500|USD,433,http://careerbuilder.vn/vi/tim-viec-lam/server-side-engineer-leader-class.35AA3C10.html
Ulab,"Senior Python Developer (JavaScript, Python)",Không xác định,434,https://itviec.com/jobs/ulab-senior-python-developer-javascript-python-3800
Công Ty TNHH Điện Tử Meiko Việt Nam (MKVC),Nhân Viên Quản Lý Chất Lượng (fqa-1607),Thương lượng,424,http://www.vietnamworks.com/nhan-vien-quan-ly-chat-luong-fqa-1607-700165-jd
Gameloft,Motion Graphic Designer (contractor),Thương lượng,432,http://www.vietnamworks.com/motion-graphic-designer-contractor-697407-jd
AstraZeneca,Medical Affairs Manager,Thương lượng,431,http://www.vietnamworks.com/medical-affairs-manager-6-697413-jd
AstraZeneca,Local Nominated Signatory,Thương lượng,430,http://www.vietnamworks.com/local-nominated-signatory-697414-jd
Công Ty TNHH Thương Mại Quốc Tế Và Đầu Tư Anh Kiệt,Trưởng Phòng Kinh Doanh,Thương lượng,429,http://www.vietnamworks.com/truong-phong-kinh-doanh-575-697415-jd
Coca-cola Beverages Vietnam Ltd.,Senior PR Officer - Internal Communication (Senior Level),Thương lượng,427,http://www.vietnamworks.com/senior-pr-officer-internal-communication-senior-level-699065-jd
"Sumitomo Electric Interconnect Products (vietnam), Ltd. [SEPV]",SCM Senior Staff (IT Major - English Speaking),Thương lượng,426,http://www.vietnamworks.com/scm-senior-staff-it-major-english-speaking-700149-jd
"Sumitomo Electric Interconnect Products (vietnam), Ltd. [SEPV]","Kỹ Sư Sản Xuất - Nữ,tiếng Nhật N3 (pe Staff)",$300 - $500,425,http://www.vietnamworks.com/ky-su-san-xuat-nu-tieng-nhat-n3-pe-staff-699700-jd
I3 DVR International Inc.,Web Designer/developer,Thương lượng,428,http://www.vietnamworks.com/web-designer-developer-3-700154-jd
ZALORA SEA,"05 Golang Developers (Go, API)",Không xác định,418,https://itviec.com/jobs/zalora-sea-05-go-developers-golang-salary-25mil-vnd-4553
Netbrand,Python Developer,Không xác định,417,https://itviec.com/jobs/netbrand-python-developer-5504
Công Ty TNHH Defide,Server Side Engineer,450 - 1.500|USD,415,http://careerbuilder.vn/vi/tim-viec-lam/server-side-engineer.35AA3B02.html
ANTS,System Engineer [ANTS - We want you],Không xác định,419,https://itviec.com/jobs/ants-system-engineer-ants-we-want-you-5521
Công Ty Cổ Phần VCCORP,Kỹ Sư Bigdata Cao Cấp (1500 USD - 3000 USD),Thương lượng,420,http://careerbuilder.vn/vi/tim-viec-lam/ky-su-bigdata-cao-cap-1500-usd-3000-usd.35AA3B70.html
Công Ty Cổ Phần VCCORP,Kỹ Sư Machine Learning (Lương Cực Hấp Dẫn),1.500 - 3.000|USD,421,http://careerbuilder.vn/vi/tim-viec-lam/ky-su-machine-learning-luong-cuc-hap-dan.35AA3B79.html
Công Ty Cổ Phần VCCORP,Natural Language Processing Engineer (1500 USD - 3000 USD),1.500 - 3.000|USD,422,http://careerbuilder.vn/vi/tim-viec-lam/natural-language-processing-engineer-1500-usd-3000-usd.35AA3B78.html
